RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
202516,Feta Cheese Ball,28636,Acerast,PT2H,PT10M,PT2H10M,2006-12-30T16:07:00Z,"We love this combination of pungent flavors.  The original version was submitted by Kelly O'Rourke on allrecipes.com however I lightened it a bit by using reduced fat cream cheese, less oil and then added our preferred amounts of seasonings.  Allow at least 2 hours for chilling time.",character(0),Spreads,"c(""European"", ""< 4 Hours"")","c(""2"", ""4"", ""2"", ""3"", ""4"", ""1"", ""2"", ""1"")","c(""feta cheese"", ""extra virgin olive oil"", ""garlic cloves"", ""green onions"", ""dried dill weed"", ""dried oregano"", ""cracked black pepper"")",5,1,1191.5,106.3,59.3,301.1,2113.8,20,2.4,4.3,43.3,NA,1 1/2 cups,"c(""With an electric mixer or food processor, combine the cream cheese, feta cheese, olive oil, green onions and garlic."", ""Season with dill, oregano and cracked black pepper; mix well."", ""Form into 2 balls or place in a decorative bowl."", ""Cover with plastic wrap and chill for at least 2 hours to allow it to become firm and for flavors to blend."", ""Enjoy on vegetable sticks, assorted crackers, bread sticks, or toasted pita triangles or baguette rounds."")"
202519,Baked Onions With Thyme,408454,Chef Shadows,PT50M,PT5M,PT55M,2006-12-30T16:08:00Z,This is a recipe that I have been able to trace back to the 18th century. It is simple but good as a side dish for beef or pork.,character(0),Onions,"c(""Vegetable"", ""Egg Free"", ""Free Of..."", ""Savory"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"")","c(""6"", ""3"", ""10"", NA, ""1/2"", ""1/4"")","c(""red onions"", ""extra virgin olive oil"", ""fresh thyme sprigs"", ""dried thyme"", ""fine sea salt"", ""dry red wine"", ""water"")",4,1,122.5,6.8,1,0,4.4,11.6,1.5,4.8,1,6,NA,"c(""Oil and Preheat dutch oven to 400°F (hot)."", ""Cut a slice from both ends of each onion, then halve onions crosswise."", ""Discard outer layers from onions, leaving about a 2 1/2-inch diameter."", ""Arrange onions, trimmed ends down in dutch oven."", ""Drizzle with oil."", ""Remove leaves from 2 thyme sprigs and sprinkle over onions."", ""Season with sea salt and pepper, then scatter remaining 8 sprigs over onions."", ""Pour wine over onions."", ""Bake, with majority of coals on lid, basting with pan juices twice during baking, 40 minutes."", 
""Add water to oven and bake until onions are browned and tender, about 50 minutes more."", ""Serve hot or at room temperature."", ""Makes 6 (first course) servings."")"
202520,Hot Italian Cheesy Dip,418091,seattlepalm,PT1H,PT20M,PT1H20M,2006-12-30T16:08:00Z,"Cheese dip with kick! This is a great spicy dip good for gatherings and parties where appetizers are a must. For added heat use picante salsa. If you do not have homemade salsa, I suggest the Pace brand. The hot sauce and pepper flakes are optional depending on how much spice you and your guests can handle.",character(0),Pork,"c(""Cheese"", ""Meat"", ""Spicy"", ""< 4 Hours"", ""Easy"")","c(""1"", ""1"", ""16"", NA, NA)","c(""hot Italian sausage"", ""Velveeta cheese"", ""salsa"")",NA,NA,381.7,27.9,13.5,77.2,1897.4,11.8,1.1,6.9,20.9,NA,NA,"c(""Brown the hot Italian sausage. Drain the fat. Put browned sausage in a crock pot on low setting."", ""Dice the velveeta cheese. Add to the crock pot."", ""Pour in the salsa and stir well."", ""Let mixture cook on low setting until cheese is thoroughly melted. Stir occasionally."", ""Stir in hot sauce and pepper flakes to taste (optional)."", ""Keep crock pot on low setting to serve. Stir occasionally to keep dip from burning to the crock pot. Serve with tortilla chips."")"
202521,Stuffed Bell Pepper Soup,203823,MommyMakes,PT30M,PT20M,PT50M,2006-12-30T16:09:00Z,"They serve this in the cafeteria at work and it is the most requested.  It is a very hearty and yet low-calorie meal. This recipe makes 8 cups so is great for OAMC, make ahead of time and serve over fresh rice.
1 cup of soup is about 150 calories and 1 cup of rice is approx 200 depending on the type.  We usually use a wild rice blend.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/21/pic52mUVR.jpg""",One Dish Meal,"c(""Rice"", ""Peppers"", ""Vegetable"", ""Meat"", ""Very Low Carbs"", ""Low Cholesterol"", ""Kid Friendly"", ""Winter"", ""Camping"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"", ""Inexpensive"")","c(""1"", ""1/2"", ""2"", ""1"", ""2"", ""1"", ""2"", ""1 -2"", NA, NA)","c(""ground beef"", ""onion"", ""celery"", ""green pepper"", ""garlic cloves"", ""diced tomatoes"", ""crushed tomatoes"", ""water"", ""low sodium beef broth"", ""rice"")",5,14,149,8.7,3.4,38.6,56.4,6,1.9,3.3,11.7,8,8 cups,"c(""Brown ground beef until fully cooked."", ""Drain fat from beef and set aside, do not discard the fat."", ""Saute the vegetables in the same pan."", ""Add water or broth, beef base, ground beef and rendered fat, let simmer for at least 15 minutes. Salt and pepper to taste."", ""The longer this soup simmers the better the flavor. Stir in desired amount of rice."", ""For OAMC cooking divide soup into 2 cup containers and freeze without adding the rice.  When ready to serve thaw and heat soup and serve with fresh rice. (You can probably freeze this with the rice in it just fine we just usually prefer to make the rice fresh.).""
)"
202522,Southwestern Pinwheels,193162,Heather90,NA,PT30M,PT30M,2006-12-30T16:09:00Z,These were served at my baby shower when I had my son and my husband and I loved them. They are a hit at every party!,character(0),Lunch/Snacks,"c(""Brunch"", ""< 30 Mins"", ""For Large Groups"", ""Easy"")","c(""2"", ""2"", ""1"", ""5"", ""3/4"", ""3/4"", ""1"", ""1"", ""1"")","c(""green onions"", ""cream cheese"", ""flour tortillas"", ""black olives"", ""green chilies"", ""diced pimentos"")",NA,NA,53,4.3,2.3,11.7,98.6,2.4,0.3,0.3,1.4,50,NA,"c(""Let Cream Cheese sit out until soft."", ""Combine the first 3 ingredients."", ""Spread evenly over one side of the Tortillas."", ""Combine all the other ingredients and spread over the Cream Cheese mixture."", ""Roll up tight and cover with plastic wrap and chill at least two hours."", ""Take rolls out of plastic wrap and cut into 1-inch piece."", ""* I also like to use the Garlic and Herb Tortillas, but any kind can be used. I would sometime like to try the green ones (I think they are Spinach and Herb) for a nice touch."", 
""ENJOY!"")"
202523,Spinach – Creamy Parmesan,112818,Alan Leonetti,PT10M,PT20M,PT30M,2006-12-30T16:10:00Z,Make and share this Spinach – Creamy Parmesan recipe from Food.com.,character(0),Spinach,"c(""Greens"", ""Vegetable"", ""< 30 Mins"", ""Easy"")","c(""3"", ""2"", ""1/2"", ""2/3"", ""1"")","c(""frozen spinach"", ""cream cheese"", ""parmesan cheese"", ""coarse black pepper"")",3,2,297.9,21.4,12.9,61.5,554.7,13.2,7.5,2.6,19,4,NA,"c(""Place spinach in microwave to defrost.  Place the boxes on a dish to defrost the spinach, because the boxes will leak."", ""While spinach defrosts, place cream cheese and onions in a medium sauce pot over low heat."", ""When cream cheese melts, add Parmesan and black pepper to the cheese."", ""Drain spinach in a clean kitchen towel, wringing it out until dry."", ""Stir spinach into sauce, season with 1/8 teaspoon salt."", ""Allow spinach to sit over lowest heat possible 10 minutes, stirring occasionally.""
)"
202524,Green Onion Fritters,112818,Alan Leonetti,PT18M,PT10M,PT28M,2006-12-30T16:11:00Z,This is a wonderful recipe. You could also substitute other things instead of the green onions (scallions).,character(0),Onions,"c(""Vegetable"", ""Low Cholesterol"", ""Healthy"", ""Brunch"", ""< 30 Mins"", ""Easy"")","c(NA, ""1"", ""1/2"", ""7 -8"", NA)","c(""water"", ""green onions"")",NA,NA,130.6,1.6,0.3,6.8,399.7,25.1,1.6,0.6,3.8,4,NA,"c(""Fill a medium saucepan with 2-3 inches of vegetable oil and heat to medium-high heat."", ""Arrange a paper towel lined plate on the counter to place the fritters on when they come out of the hot oil."", ""In a bowl, make the batter by combining the all-in-one pancake mix with the water (the batter will be on the thick side)."", ""Add the chopped scallions and season with salt and pepper."", ""When the oil is ready for frying, drop spoonfuls of the scallion batter into the oil and fry on all sides until golden brown and puffy.  This should take no more than 3 to 4 minutes."", 
""Remove with a slotted spoon and drain on the paper towel lined plate.  Season with salt and pepper while they are still hot."")"
202526,Russian Omelet,305531,lazyme,PT5M,PT5M,PT10M,2006-12-30T16:11:00Z,This is a recipe I came up with trying to duplicate my favorite omelet from an old local Seattle restaurant called the Steak and Eggs. I usually use leftover potatoes from Recipe #177125 and often times make this in the microwave with my microwave omelet maker.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/jXe4F9aJS4SNim4qwUG5_Russian%20Omelet_2959.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/eIcxRjBDQ9GaH6abQ3ZW_awaldes%20002.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/Rrny9wsRAGW0v1LLJxAg_Russian%20Omelet.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/picpmAcb7.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/pic3DS7bm.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/picukasgS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/picBstg6a.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/picZoLqFN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/picYsllLY.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/picbJ7D66.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/26/picTfHr5b.jpg"")",Breakfast,"c(""Potato"", ""Vegetable"", ""< 15 Mins"")","c(""2"", ""2"", NA, ""1/2"", ""1/2"", ""2"")","c(""eggs"", ""water"", ""potato"", ""sour cream"", ""green onions"")",5,14,454.7,34.1,18.1,473.6,207.9,19.7,2,1.8,17.9,1,NA,"c(""Beat eggs with water; season with salt and pepper.  Set aside.  Spray an 8-inch omelet pan or nonstick skillet with cooking spray.   Heat skillet over medium heat."", ""Add potatoes to skillet. Heat until heated through. (Or microwave until heated through). Set aside."", ""Pour eggs into skillet.  (Eggs should set immediately at edges).  With an inverted pancake turner, carefully push cooked portions at edges toward center so uncooked portions can reach hot pan surface, tilting pan and moving cooked portions as necessary."", 
""Spoon potatoes over half of the omelet. Spoon sour cream over the potatoes.   Sprinkle green onions over the sour cream.  Cook for about 30 seconds more. Slide from pan onto plate."", ""Top omelet with a dollop of sour cream and green onions if desired."")"
202528,Chocolate Chocolate Chip Pancakes,387012,lricesk8rgirl,PT15M,PT5M,PT20M,2006-12-30T16:11:00Z,Make and share this Chocolate Chocolate Chip Pancakes recipe from Food.com.,character(0),Breakfast,"c(""Low Protein"", ""< 30 Mins"", ""Easy"")","c(""1"", ""3/4"", ""2"", ""1/3"")","""water""",4,1,133.3,6.5,3.7,2,119.6,20.8,2.5,10.2,2.4,3,8-9 Pancakes,"c(""Heat a large skillet or griddle pan to 375 or medium-high heat and lightly oil."", ""Combine pancake mix, cocoa powder, water, and semi-sweet chocolate chips."", ""Pour 1/4 cup batter for each pancake and cook for 1 to 2 minutes on each side, until bubbles form and pop."", ""Butter and drizzle chocolate syrup if wanted. Enjoy!"")"
202529,Corn and Bell Peppers Stuffed Zucchini,305531,lazyme,PT15M,PT8M,PT23M,2006-12-30T16:11:00Z,"This is a simple side dish that complements pork and grilled meats.  It's not one of my personal favorites as is, because we think it's a little bland, but I'm posting it because people have so many different tastes. I like to add additional herbs, jalapenos, and/or salsa to jazz it up a bit. ZWT Mid-West region (corn).","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/29/picVxEuVl.jpg""",Corn,"c(""Vegetable"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""Easy"")","c(""4"", ""1"", ""3/4"", ""2"", ""1"", ""2"", ""2"", ""1/8"")","c(""zucchini"", ""water"", ""frozen whole kernel corn"", ""fresh corn kernels"", ""red bell peppers"", ""fresh basil"", ""dried basil"", ""green onions"", ""olive oil"", ""salt"")",4,1,34.8,1.4,0.2,0,43.4,5.6,1.2,1.2,1.3,8,NA,"c(""Cut zucchini lengthwise in half; place zucchini and water in microwavable dish."", ""Cover with plastic wrap, folding back one edge or corner 1/4 inch to vent steam."", ""Microwave on High 3 to 5 minutes or until zucchini is crisp-tender."", ""When cool enough to handle, scoop centers from zucchini, leaving 1/4-inch shells."", ""Mix remaining ingredients."", ""Spoon about 2 tablespoons corn mixture into each zucchini shell."")"
202531,Baked Potato Soup,326216,Mayniac May Family,PT5M,PT30M,PT35M,2006-12-30T16:12:00Z,I got this recipe out of a newspaper a couple of years ago and altered it a little to make it easier.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/31/picXVeaWC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/31/picTwKjuJ.jpg"")",Potato,"c(""Vegetable"", ""< 60 Mins"")","c(""4"", ""2/3"", ""2/3"", ""7"", ""1/2"", ""1/2"", ""2"", ""1 1/2"", ""12"", ""8"")","c(""potatoes"", ""margarine"", ""all-purpose flour"", ""milk"", ""salt"", ""pepper"", ""green onions"", ""cheese"", ""sour cream"")",4,3,771.6,42.4,19.8,96.3,1142,71.2,6,3.5,28.3,NA,NA,"c(""Bake potatoes (easiest and fastest method - use the microwave - bake one at a time)."", ""Let potatoes cool, and scoop out pulp, discard skins."", ""In large pot, melt butter, stir in flour, continue to stir until smooth."", ""Stirring constantly, gradually add milk and cook over medium heat, stirring until thick and bubbly."", ""Add potatoes, salt, pepper, 1/2 the chopped onion, and 1/2 the bacon. (fast method, buy the already cooked bacon) add cheese."", ""Stir in sour cream."", ""This as listed is a very thick sauce."", 
""Add more milk if needed for desired consistency."", ""Also, salt and pepper to taste. This is very little salt and pepper for this recipe. I perfer little salt. Most people would add more."", ""Heat throughly."", ""When serving--top with green onion and bacon garnishes in each bowl."")"
202538,Easy Black Bean Soup,84583,Katha,PT10M,PT5M,PT15M,2006-12-30T16:13:00Z,Make and share this Easy Black Bean Soup recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/38/picIttc7j.jpg""",Black Beans,"c(""Beans"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Inexpensive"")","c(""2"", ""1"", ""1"", ""1"", ""1/8"", ""4"", ""2"", NA)","c(""black beans"", ""chicken broth"", ""chunky salsa"", ""ground cumin"", ""garlic powder"", ""fat free sour cream"", ""green onions"", ""cheese"")",4.5,2,255.7,1.9,0.6,1.4,741.3,43.8,14.5,3.5,17.8,4,NA,"c(""In electric blender or food processor,combine beans,broth,salsa, cumin & garlic powder."", ""Blend until fairly smooth."", ""Heat mixture in a sauce pan over med heat until heated through."", ""Ladel into 4 bowls."", ""Top each bowl with 1/2 Tbs green onion & 1 Tbs sour cream, Add cheese if desired."")"
202539,Leftover Holiday Ham &amp; Split Pea Soup,27783,HeatherFeather,PT1H30M,PT15M,PT1H45M,2006-12-30T16:13:00Z,I make this every time I make a holiday ham to use up the leftovers. It smells so wonderful as it cooks and pleases even the so-called pea haters in my family.  Simple to prepare too..just chop all your veggies and ham up and toss everything into the pot and cook. No need to soak the peas overnight..just a rinse and drain before cooking.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/39/picpbLSRk.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/39/piciND57N.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/39/picxYVxMi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/39/picrZOduB.jpg"")",Ham,"c(""Pork"", ""Vegetable"", ""Meat"", ""Christmas"", ""Savory"", ""< 4 Hours"")","c(""1"", ""8"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4 -5"", ""1"", ""1"", ""1"", ""1/2"", ""1/2"", ""1/4 - 1/2"")","c(""water"", ""potatoes"", ""onions"", ""carrots"", ""celery"", ""cooked ham"", ""chicken bouillon powder"", ""chicken bouillon cubes"", ""dried marjoram"", ""poultry seasoning"", ""dried sage"", ""dried basil"", ""ground black pepper"", ""salt"")",5,18,280.5,5.5,1.9,25.5,239.6,38.9,13.5,5.9,19.9,NA,NA,"c(""Chop veggies and meat, then combine everything in a large stockpot -- going VERY EASY on the salt as your ham and bouillon might be salty enough already (you will test and add more later if needed)."", ""Stir, then bring to a boil over high heat."", ""Don't walk away from the pot.as soon as it comes to a boil,stir, then lower the heat to low and drop a lid on the pot, venting just a bit for a few minutes so you don't have a boilover."", ""As soon as the temperature drops enough to avoid a boilover (a few minutes), go ahead and let the lid sit fully on top of the pan."", 
""Let cook on low, covered, for about 1 1/2 hours,stirring once or twice, until all veggies are tender."", ""Give the finished soup a taste test and adjust salt and other seasonings as needed."")"
202540,Go Patriots Meatballs,27783,HeatherFeather,PT40M,PT10M,PT50M,2006-12-30T16:13:00Z,"Quick &amp; easy recipe for when you have no time to fuss yet need an easy and tasty appetizer. Adapted from Southern Living originally.  At first, I thought the sauce ingredients sounded quite peculiar, but after my tasters inhaled 10 of these meatballs in seconds flat, I was no longer concerned ;) The sauce will turn a dark brown, and have be a sweet, tangy flavor with a horseradishy overtone.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/40/picfeQFPP.jpg""",Meat,"c(""Spicy"", ""< 60 Mins"", ""Easy"")","c(""1"", ""1"", ""1/2"", ""1 1/2"")","""sweet onion""",4.5,4,19.9,0,0,0,2.2,5.2,0.1,3.8,0,NA,40-50 mini meatballs,"c(""Combine cocktail sauce, jelly and minced onion in a large pot over medium heat, stirring until the jelly melts and everything is smooth and combined well."", ""Add the meatballs, lower the heat, and let simmer, stirring occasionally, until meatballs are heated through and nicely coated with sauce (about 30-40 minutes)."", ""You can pop this into a small crockpot on low to keep warm during your party."")"
202541,Sesame Spaghetti Salad,336834,Mandalou,PT5M,PT20M,PT25M,2006-12-30T16:14:00Z,"This recipe was given to me by a dear friends mother when I first got married. It has an excellent Asian flair because of the soy and sesame oil.  It is a wonderful cold side dish, or a great light lunch.  People always ask me to bring it to gatherings.",character(0),Spaghetti,"c(""Vegetable"", ""Asian"", ""Low Cholesterol"", ""< 30 Mins"", ""Refrigerator"", ""Stove Top"", ""Easy"", ""Inexpensive"")","c(""1"", ""4"", ""2"", ""1/2"", ""1/2"", ""2"", ""1"")","c(""angel hair pasta"", ""broccoli"", ""carrots"", ""olive oil"", ""soy sauce"", ""fresh lemon juice"")",3,1,397.8,18,2.5,0,1042.6,49.1,3.9,3.4,10.8,NA,NA,"c(""Cook pasta according to directions; drain well."", ""Place pasta in a bowl. Add all liquid ingredients."", ""Shred raw broccoli florets into tiny pieces. Shred Raw carrots."", ""Add all remaining ingredients into the pasta."", ""Toss thoroughly (careful, this can be messy)."", ""Cover and refrigerate at least 2 hours (overnight is best) re-tossing occasionally."")"
202542,Amanda's Delicious Cilantro Potato Salad,27783,HeatherFeather,PT20M,PT4H30M,PT4H50M,2006-12-30T16:14:00Z,"My neighbor served this at a baby shower and everyone wanted a copy of the recipe. This was addictive and had a unique, fresh taste. Don't leave out the bacon at the end..it is an essential ingredient, as is the chopped cilantro and lime juice.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/42/piccsqYKJ.jpg""",Potato,"c(""Vegetable"", ""Refrigerator"")","c(""3"", ""2"", ""1"", ""1"", ""1/3"", ""3"", ""2"", ""1"", ""1/2"", ""4"")","c(""salt"", ""mayonnaise"", ""green chilies"", ""fresh cilantro"", ""green onions"", ""fresh lime juice"", ""fresh garlic clove"", ""black pepper"")",5,4,195.2,8.1,1.2,6.1,658.7,29.3,2.7,4.1,3.2,NA,NA,"c(""Cook potatoes in boiling water to cover along with 1 tsp of the salt until fork tender, about 15 minutes or so (will vary based on size of potatoes)."", ""Drain and cool."", ""Cut potatoes into bite sized chunks."", ""Stir together the mayonnaise, chilies, chopped cilantro, green onions, lime juice, garlic, black pepper, and remaining 1 teaspoons salt in a large bowl."", ""Add potatoes and toss to coat."", ""Cover and chill at least 4 hours."", ""Just before serving, stir in bacon crumbles and garnish with additional fresh cilantro.""
)"
202543,Veggie Cream Cheese Pizza,379120,Stephaner,PT10M,PT20M,PT30M,2006-12-30T16:14:00Z,YUMMY!  We love this stuff!  Great in the summer but a great treat all year long!  You can change the veggies on the pizza based on what you like.,character(0),Onions,"c(""Vegetable"", ""Summer"", ""< 30 Mins"", ""Easy"")","c(""2"", ""8"", ""1/2"", ""1"", NA, ""1"", ""1/2"", ""1/2"", ""1/2"")","c(""cream cheese"", ""mayonnaise"", ""dill weed"", ""black olives"", ""carrot"", ""broccoli"", ""green onion"")",4,1,277,15.5,6.4,50.7,459.6,28.6,2.3,3.2,6.5,NA,NA,"c(""Roll out flat on cookie sheet and bake as directed."", ""Spread cream cheese mixture on cooled dough."", ""Top with your favorite veggies: (chopped tomatoes, celery, carrots, radishes, green peppers, cucumbers, onions)."")"
202544,Spicy Bean Stew With Sausages,278493,bernrome,PT30M,PT20M,PT50M,2006-12-30T16:14:00Z,"This recipe is from The River Cottage Family Cookbook. I've changed it slightly. The original recipe calls for 8 pork sausages and a 14 ounce can of plum tomatoes. I use a pound of regular bulk sausage and a can of Italian or garlic flavored chopped tomatoes. (Use whatever flavor sausage and tomatoes you like.) Also, the original recipe says to let the stew simmer for one to two hours. The most I've allowed it to simmer is 30 minutes.   

It's a very, very good stew.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/44/pic5TuQQh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/44/picxMffSu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/44/picLjAURv.jpg"")",Stew,"c(""One Dish Meal"", ""Pork"", ""Beans"", ""Meat"", ""European"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"", ""Inexpensive"")","c(""3"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1/4"", ""1/4"", ""1/4"", ""1/2"", ""2"", NA, NA)","c(""olive oil"", ""bulk sausage"", ""onion"", ""garlic cloves"", ""cannellini beans"", ""kidney beans"", ""brown sugar"", ""ground nutmeg"", ""cayenne pepper"", ""ground cloves"", ""dried thyme"", ""fresh thyme"", ""diced tomatoes"", ""salt"", ""fresh ground black pepper"")",4,3,445.4,21.8,4.9,55.2,903.7,40.8,10.1,8.3,23.6,6,NA,"c(""Form sausage into approximately 1-inch meatballs. Heat oil in large pot over medium heat. Add sausages and fry them, turning them over until they are completely browned. Remove from pot and set aside."", ""While the sausages are browning, peel the onion and garlic and chop them as small as you can. Add the onion to the pot, turn the heat to low, cover the pot and sweat the onion, frying it gently in the pan for around 10 minutes, stirring from time to time so it doesn't catch on the bottom of the pot."", 
""Add the garlic and fry for another two or three minutes. Stir in the brown sugar, nutmeg, cayenne, cloves and thyme."", ""Add the tomatoes and beans. Return sausages to the pot. Season with salt and pepper. Stir well and turn the heat up to medium. When the stew starts to simmer, put the lid on, turn the heat down and let it bubble gently. Stir occasionally. Allow stew to simmer for thirty minutes."")"
202548,Kabocha Salad,417958,Goldie174,PT2M,PT11M,PT13M,2006-12-30T16:15:00Z,Japanese pumpkin (Kabocha) salad. Kabocha's have green skin and inside is orange. The skin is edible.,character(0),Vegetable,"c(""Japanese"", ""Asian"", ""< 15 Mins"", ""Easy"", ""Inexpensive"")","c(""1/4"", ""5"", ""1"", ""10"", NA, NA, NA)","c(""mayonnaise"", ""white wine"", ""salt"", ""pepper"", ""parsley"")",NA,NA,88.7,7.4,1,4.8,130.8,5,0.3,1.3,0.7,4,NA,"c(""Spoon out the kabocha's seeds."", ""Cut up the kabocha into large bite sized pieces."", ""Saran wrap the kabocha on a plate and put it into a microwave to soften it up."", ""Take about 1/5 of the kabocha off the plate (while it's still hot) and peel the skin off (if it's cold, it will be really hard to peel it off)."", ""Mash the peeled kabocha in a bowl."", ""Mix white wine, Japanese mayonnaise, salt, and pepper (salt and pepper is to your taste) with the mashed kabocha."", ""Add the rest of the kabocha and mix it all together."", 
""Sprinkle the sliced almonds and chopped parsley on top."")"
202549,Almond Amaretto Fudge,414235,Wishing I was in Mo,PT5H,PT5M,PT5H5M,2006-12-30T16:15:00Z,This is a creamy dark fudge that's an adults only version.  You can use amaretto extract for kiddos.,character(0),Candy,"c(""Dessert"", ""Sweet"", ""For Large Groups"", ""Easy"")","c(""2"", ""2"", ""14"", ""1 1/2"", ""1/2"", ""1/2"", ""1/4"")","c(""sweetened condensed milk"", ""vanilla extract"", ""Amaretto"")",NA,NA,226.5,12.2,6.7,9,44.8,30.2,2.2,26.8,4,15,NA,"c(""Melt and combine chocolates and condensed milk."", ""Whisk in amaretto, vanilla and almond extracts."", ""Add almonds and combine thoroughly."", ""Pour into a waxed paper lined 8 X 8 baking dish."", ""Chill for 4 - 6 hours and cut into bite size pieces."")"
202554,Spinach Salad With Poppy Seed Dressing,177753,Pismo,PT8H,PT15M,PT8H15M,2006-12-30T16:16:00Z,"I like this salad because it isn't fruity like many spinach salads out there. My cousin always brings this to family dinners and everybody loves it, even the ones that don't like spinach! Be sure to make the dressing the night before! The original recipe called for 1 lb. of swiss cheese. I think that's a bit much and usually make it with 1/2 lb.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/54/picUf0pMP.jpg""",Spinach,"c(""Greens"", ""Vegetable"", ""Potluck"", ""Beginner Cook"", ""Easy"")","c(""1 1/2"", ""3/4"", ""1 1/2"", ""1/2"", ""1"", ""1"", ""1/2"", ""1/2"", ""1/2 - 1"", ""1"", ""2"")","c(""salt"", ""white vinegar"", ""sugar"", ""poppy seed"", ""dry mustard"", ""red onion"", ""fresh mushrooms"", ""swiss cheese"", ""bacon"", ""spinach"")",5,10,817.6,75.3,19,64.7,1033.3,19.6,2.5,14.2,17.9,NA,NA,"c(""Note for Dressing: This makes a lot, I usually only use about half."", ""Mix the dressing ingredients together and refrigerate overnight. Very important!"", ""Toss salad ingredients together and mix in dressing just before serving."")"
